0, 0.1832, 0.1664
1, 0.1832, 0.1664
2, 0.15, 0.1296
3, 0.1484, 0.1288
4, 0.1334, 0.1108
5, 0.1298, 0.1106
6, 0.1238, 0.1084
7, 0.1238, 0.1074
8, 0.1208, 0.1076
9, 0.1202, 0.1068
10, 0.12, 0.1054
11, 0.1178, 0.1062
12, 0.1196, 0.1054
13, 0.119, 0.105
14, 0.1182, 0.1052
15, 0.119, 0.105
16, 0.117, 0.1048
17, 0.1172, 0.1058
18, 0.1182, 0.1054
19, 0.1178, 0.1062
20, 0.1182, 0.1066
21, 0.1172, 0.1054
22, 0.1176, 0.1056
23, 0.1176, 0.1048
24, 0.1176, 0.1064
25, 0.1174, 0.1048
26, 0.118, 0.106
27, 0.1176, 0.1058
28, 0.1166, 0.1074
29, 0.118, 0.1062
30, 0.118, 0.1062
31, 0.1168, 0.1046
32, 0.1168, 0.1062
33, 0.117, 0.1056
34, 0.1158, 0.1062
35, 0.1158, 0.1062
36, 0.116, 0.1056
37, 0.116, 0.1056
38, 0.1162, 0.1058
39, 0.1162, 0.105
40, 0.1166, 0.1066
41, 0.1168, 0.1058
42, 0.1176, 0.1062
43, 0.118, 0.1056
44, 0.118, 0.1062
45, 0.1188, 0.106
46, 0.1192, 0.1058
47, 0.1184, 0.1054
48, 0.1178, 0.1058
49, 0.1174, 0.106
50, 0.1164, 0.1076
51, 0.1166, 0.1064
52, 0.1162, 0.1068
53, 0.1174, 0.1058
54, 0.117, 0.1058
55, 0.1172, 0.106
56, 0.1168, 0.1058
57, 0.117, 0.1056
58, 0.1168, 0.1056
59, 0.1172, 0.1054
60, 0.1174, 0.1052
61, 0.1176, 0.1054
62, 0.118, 0.1054
63, 0.1184, 0.1064
64, 0.1176, 0.1066
65, 0.1184, 0.1068
66, 0.1184, 0.1068
67, 0.1182, 0.1068
68, 0.1176, 0.1064
69, 0.1176, 0.106
70, 0.1184, 0.106
71, 0.1186, 0.1052
72, 0.1192, 0.1064
73, 0.1192, 0.106
74, 0.1184, 0.1068
75, 0.1194, 0.1066
76, 0.1192, 0.1066
77, 0.119, 0.1072
78, 0.1194, 0.1076
79, 0.1198, 0.1074
