0, 0.1548, 0.1206
1, 0.1548, 0.1206
2, 0.1342, 0.0964
3, 0.135, 0.097
4, 0.126, 0.085
5, 0.1262, 0.0886
6, 0.1244, 0.0818
7, 0.1248, 0.0862
8, 0.1248, 0.0832
9, 0.1248, 0.0848
10, 0.1244, 0.0832
11, 0.1238, 0.084
12, 0.1244, 0.0824
13, 0.125, 0.084
14, 0.1232, 0.0818
15, 0.1228, 0.0832
16, 0.122, 0.0832
17, 0.1196, 0.0844
18, 0.1218, 0.085
19, 0.12, 0.0842
20, 0.1212, 0.0826
21, 0.119, 0.082
22, 0.1192, 0.0812
23, 0.1192, 0.0814
24, 0.1194, 0.0814
25, 0.1182, 0.0808
26, 0.1194, 0.0812
27, 0.119, 0.0806
28, 0.1188, 0.0804
29, 0.118, 0.0808
30, 0.1182, 0.0818
31, 0.1174, 0.0808
32, 0.118, 0.08
33, 0.1176, 0.0808
34, 0.118, 0.0812
35, 0.1184, 0.0796
36, 0.1184, 0.0814
37, 0.1178, 0.0806
38, 0.1168, 0.0798
39, 0.1182, 0.0796
40, 0.1182, 0.0796
41, 0.1176, 0.0792
42, 0.1178, 0.0806
43, 0.1188, 0.0814
44, 0.1186, 0.0802
45, 0.1174, 0.0808
46, 0.1188, 0.0804
47, 0.119, 0.0812
48, 0.1184, 0.0798
49, 0.1178, 0.0806
50, 0.1176, 0.0804
51, 0.1176, 0.0806
52, 0.1174, 0.0808
53, 0.1168, 0.0814
54, 0.1166, 0.082
55, 0.117, 0.0808
56, 0.1172, 0.081
57, 0.117, 0.081
58, 0.1168, 0.0804
59, 0.1164, 0.0794
60, 0.1174, 0.0808
61, 0.1164, 0.0812
62, 0.1168, 0.0814
63, 0.1166, 0.0808
64, 0.1158, 0.0812
65, 0.1158, 0.08
66, 0.1158, 0.081
67, 0.1162, 0.0806
68, 0.116, 0.0804
69, 0.1158, 0.0802
70, 0.1166, 0.08
71, 0.1158, 0.079
72, 0.117, 0.0794
73, 0.116, 0.0798
74, 0.116, 0.0802
75, 0.1158, 0.0802
76, 0.116, 0.0804
77, 0.1154, 0.08
78, 0.1166, 0.0808
79, 0.1164, 0.0808
80, 0.1164, 0.0802
81, 0.1168, 0.0798
82, 0.1162, 0.08
83, 0.1152, 0.0802
84, 0.1164, 0.0794
85, 0.1154, 0.0802
86, 0.117, 0.0804
87, 0.117, 0.0802
88, 0.1172, 0.08
89, 0.1176, 0.0802
90, 0.1174, 0.081
91, 0.1182, 0.0802
92, 0.1178, 0.0798
93, 0.1174, 0.0796
94, 0.1172, 0.079
95, 0.1174, 0.079
96, 0.1168, 0.0794
97, 0.1166, 0.0788
98, 0.117, 0.0794
99, 0.1172, 0.0792
100, 0.1176, 0.0804
101, 0.1168, 0.0802
102, 0.1174, 0.0796
103, 0.1168, 0.0804
104, 0.1176, 0.0802
105, 0.1172, 0.0802
106, 0.117, 0.0796
107, 0.117, 0.0792
108, 0.1168, 0.0792
109, 0.1166, 0.0802
110, 0.1162, 0.08
111, 0.1162, 0.0804
112, 0.1164, 0.08
113, 0.1166, 0.0802
114, 0.1172, 0.0802
115, 0.117, 0.0796
116, 0.1176, 0.0798
117, 0.117, 0.0794
118, 0.1168, 0.0804
119, 0.1172, 0.0798
120, 0.1172, 0.0798
121, 0.117, 0.0794
122, 0.117, 0.0798
123, 0.1178, 0.0794
124, 0.1172, 0.0798
125, 0.1176, 0.0796
126, 0.1178, 0.0798
127, 0.118, 0.079
128, 0.118, 0.0794
129, 0.1184, 0.079
130, 0.1188, 0.0796
131, 0.119, 0.079
132, 0.1184, 0.0794
133, 0.1188, 0.0792
134, 0.1184, 0.0792
135, 0.119, 0.0798
136, 0.1192, 0.08
137, 0.1192, 0.0794
