0, 0.1734, 0.1224
1, 0.1734, 0.1224
2, 0.137, 0.0906
3, 0.1318, 0.0866
4, 0.129, 0.082
5, 0.1294, 0.0806
6, 0.1278, 0.081
7, 0.1276, 0.081
8, 0.1256, 0.0782
9, 0.1256, 0.0792
10, 0.121, 0.0792
11, 0.121, 0.0784
12, 0.1216, 0.0766
13, 0.122, 0.0774
14, 0.1216, 0.0764
15, 0.1216, 0.077
16, 0.1214, 0.077
17, 0.1212, 0.0776
18, 0.1214, 0.0786
19, 0.121, 0.0778
20, 0.1206, 0.0786
21, 0.1202, 0.0782
22, 0.1188, 0.0786
23, 0.1192, 0.079
24, 0.1196, 0.0778
25, 0.1184, 0.0786
26, 0.119, 0.0776
27, 0.1202, 0.0788
28, 0.1192, 0.0792
29, 0.1196, 0.0792
30, 0.1194, 0.0792
31, 0.119, 0.0784
32, 0.1196, 0.0776
33, 0.1196, 0.0774
34, 0.1192, 0.0774
35, 0.119, 0.0774
36, 0.1194, 0.0774
37, 0.1196, 0.0776
38, 0.1184, 0.0778
39, 0.1184, 0.0776
40, 0.1186, 0.08
41, 0.1174, 0.0798
42, 0.118, 0.0804
43, 0.1174, 0.0798
44, 0.1172, 0.0804
45, 0.1174, 0.0804
46, 0.1176, 0.0796
47, 0.1178, 0.0802
48, 0.1178, 0.0798
49, 0.1176, 0.0802
50, 0.1172, 0.0808
51, 0.1174, 0.0814
52, 0.1172, 0.081
53, 0.1164, 0.0812
54, 0.1164, 0.0814
55, 0.1162, 0.081
56, 0.1162, 0.081
57, 0.1162, 0.0814
58, 0.1158, 0.08
59, 0.1164, 0.0802
60, 0.1158, 0.08
61, 0.1158, 0.0806
62, 0.1158, 0.0808
63, 0.116, 0.0802
64, 0.1152, 0.0804
65, 0.117, 0.08
66, 0.1162, 0.0808
67, 0.117, 0.081
68, 0.1158, 0.0808
69, 0.1166, 0.081
70, 0.116, 0.0812
71, 0.1172, 0.0806
72, 0.1174, 0.0808
73, 0.1176, 0.0808
74, 0.117, 0.082
75, 0.117, 0.0824
76, 0.1156, 0.0824
77, 0.117, 0.0822
78, 0.117, 0.0816
79, 0.1172, 0.0828
80, 0.1156, 0.0822
81, 0.1164, 0.0826
82, 0.1166, 0.0816
83, 0.1166, 0.0822
84, 0.115, 0.0828
85, 0.1154, 0.083
86, 0.1144, 0.0822
87, 0.1144, 0.0826
88, 0.1144, 0.0824
89, 0.115, 0.0826
90, 0.1148, 0.0826
91, 0.1148, 0.0828
92, 0.114, 0.083
93, 0.1146, 0.0832
94, 0.1146, 0.0826
95, 0.115, 0.0832
96, 0.1152, 0.0828
97, 0.1162, 0.0828
98, 0.1162, 0.083
99, 0.1162, 0.0826
100, 0.1154, 0.0824
101, 0.1158, 0.0828
102, 0.1156, 0.0834
103, 0.1162, 0.0832
104, 0.1162, 0.083
105, 0.1166, 0.0832
106, 0.1162, 0.0828
107, 0.1162, 0.083
108, 0.1164, 0.083
109, 0.1158, 0.0828
110, 0.1156, 0.0834
111, 0.1164, 0.082
112, 0.1162, 0.0826
113, 0.117, 0.0812
114, 0.116, 0.0828
115, 0.1162, 0.0824
116, 0.1154, 0.0828
117, 0.1162, 0.0826
118, 0.1158, 0.0828
119, 0.1152, 0.082
120, 0.1154, 0.0826
121, 0.1156, 0.0824
122, 0.116, 0.083
123, 0.1162, 0.0826
124, 0.116, 0.0828
125, 0.1162, 0.0824
126, 0.1158, 0.0824
127, 0.1162, 0.0824
128, 0.1162, 0.0828
129, 0.1162, 0.0824
130, 0.1162, 0.0826
131, 0.116, 0.0822
132, 0.1152, 0.0822
133, 0.1156, 0.082
134, 0.1152, 0.0822
135, 0.1158, 0.082
136, 0.1156, 0.082
137, 0.1162, 0.0822
138, 0.1152, 0.0824
139, 0.1158, 0.0824
140, 0.1154, 0.0822
141, 0.1154, 0.0826
142, 0.1154, 0.0824
143, 0.1156, 0.083
144, 0.1154, 0.0826
145, 0.1154, 0.0824
146, 0.1156, 0.0826
147, 0.116, 0.0828
148, 0.1154, 0.0832
149, 0.1158, 0.0826
150, 0.116, 0.0826
151, 0.1158, 0.0826
152, 0.1158, 0.0826
153, 0.1156, 0.0824
154, 0.1158, 0.0824
155, 0.116, 0.0814
156, 0.115, 0.082
157, 0.1154, 0.0818
158, 0.1152, 0.0818
159, 0.1156, 0.0814
160, 0.1156, 0.082
161, 0.1152, 0.082
162, 0.1152, 0.0818
163, 0.1154, 0.0816
164, 0.1152, 0.0822
165, 0.1156, 0.0824
166, 0.1156, 0.0822
167, 0.1164, 0.0824
168, 0.1162, 0.0822
169, 0.1164, 0.0826
170, 0.1162, 0.0826
171, 0.1162, 0.0828
172, 0.1164, 0.0824
173, 0.1164, 0.0816
174, 0.116, 0.0824
175, 0.1162, 0.0824
176, 0.1154, 0.0816
177, 0.1158, 0.081
178, 0.116, 0.0812
179, 0.1158, 0.0806
180, 0.116, 0.0804
181, 0.116, 0.0812
182, 0.1156, 0.081
183, 0.1158, 0.081
184, 0.1156, 0.0808
185, 0.1154, 0.0808
186, 0.1152, 0.0802
187, 0.116, 0.0804
188, 0.116, 0.0804
189, 0.1162, 0.0806
190, 0.116, 0.0804
191, 0.1164, 0.0802
192, 0.1158, 0.081
193, 0.1164, 0.0806
194, 0.1162, 0.0804
195, 0.1168, 0.081
196, 0.116, 0.0806
197, 0.1164, 0.0804
198, 0.1158, 0.0804
199, 0.116, 0.0802
200, 0.1154, 0.0812
201, 0.116, 0.0808
202, 0.1154, 0.0812
203, 0.1154, 0.0814
204, 0.1152, 0.0816
205, 0.1156, 0.081
206, 0.1152, 0.0812
207, 0.1148, 0.081
208, 0.1148, 0.0808
209, 0.115, 0.0806
210, 0.1144, 0.0806
211, 0.1148, 0.0806
212, 0.1148, 0.0808
213, 0.1148, 0.0808
214, 0.115, 0.0808
215, 0.1152, 0.0804
216, 0.115, 0.0804
217, 0.1146, 0.0806
218, 0.1148, 0.0808
219, 0.115, 0.08
220, 0.115, 0.0808
221, 0.1148, 0.0806
222, 0.115, 0.0808
223, 0.115, 0.0804
224, 0.115, 0.0806
225, 0.1148, 0.0806
226, 0.1146, 0.0804
227, 0.1146, 0.0804
228, 0.1142, 0.0804
229, 0.1144, 0.0804
230, 0.1144, 0.0806
231, 0.1144, 0.0804
232, 0.1144, 0.0804
233, 0.1144, 0.0804
234, 0.114, 0.08
235, 0.1144, 0.0802
236, 0.1142, 0.0802
237, 0.1142, 0.0798
238, 0.1144, 0.08
239, 0.1146, 0.0806
240, 0.1146, 0.08
241, 0.1144, 0.08
242, 0.1146, 0.08
243, 0.1144, 0.0802
244, 0.1146, 0.08
245, 0.1148, 0.0802
246, 0.115, 0.0802
247, 0.115, 0.0806
248, 0.115, 0.0804
249, 0.115, 0.081
